CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
04-1-085358,41.9117,301.676,41.9116,301.676,1.68645,0.0343345,1.75826,1.61491,0.395486,1.08876,86.3849,0.00021716,0.000271571,0.0157664,0.0148867,5.24906,0.0274316,0.0140018,1,20
04-1-085359,41.5672,301.649,41.5673,301.649,1.28028,0.0248649,1.29963,1.2538,0.26322,1.03655,172.277,0.000347345,0.000443765,0.0247527,0.0261523,25.2351,0.0998736,0.0292782,1,14
04-1-085365,41.8645,300.942,41.8645,300.942,2.18053,0.0385417,2.24326,2.10959,0.340037,1.06336,82.6169,0.000217092,0.000287565,0.0160069,0.0164733,5.49208,0.0275114,0.0112482,1,26
04-1-085366,41.7388,301.141,41.739,301.14,1.74985,0.0178568,1.76358,1.70012,0.265843,1.03733,68.21,0.000216051,0.000513002,0.0134392,0.0310157,11.0106,0.0691144,0.0205088,0.718299,15
04-1-085367,41.6753,301.096,41.6753,301.096,1.64982,0.0232195,1.67326,1.62334,0.242438,1.03075,95.6478,0.000243142,0.00032909,0.0178073,0.0180623,17.2752,0.0597754,0.0158702,1,15
04-1-085368,41.699,301.199,41.6998,301.198,3.26036,0.0550368,3.42141,3.08251,0.433928,1.10994,64.7565,0.000217786,0.000534428,0.0192035,0.0186639,3.06583,0.0154439,0.00916378,0.725788,24
04-1-085369,41.7232,301.315,41.7226,301.319,4.91022,0.110689,4.91537,4.66028,0.317963,1.05474,74.3283,0.000907975,0.00375926,0.0508667,0.204382,13.295,0.127389,0.0475272,0.690612,35
04-1-085371,41.61,301.05,41.6102,301.05,1.4916,0.0229622,1.53098,1.43964,0.340249,1.06345,123.105,0.000211463,0.000213821,0.0110095,0.0141356,7.59299,0.0316285,0.0129428,0.760834,13
04-1-085372,41.6817,301.402,41.6803,301.407,2.22398,0.0357679,2.24499,1.93926,0.503803,1.15765,72.7075,0.000378472,0.000784722,0.0137834,0.0465123,3.32717,0.0366689,0.028661,0.651954,18
04-1-085373,41.7696,301.246,41.7699,301.245,1.19922,0.0349497,1.26583,1.05748,0.54963,1.19702,86.5391,0.000144878,0.000255793,0.00990424,0.0152923,2.56759,0.0208777,0.0196814,0.730687,12
04-1-085374,40.7155,302.045,40.7152,302.045,1.49463,0.0890593,1.73277,1.2686,0.681175,1.3659,87.1936,0.000221915,0.000254412,0.0147851,0.0123269,1.71735,0.0101755,0.0176632,0.779216,13
04-1-085375,40.6913,301.987,40.6922,301.988,1.50785,0.0722731,1.67202,1.25616,0.659983,1.33106,103.826,0.000453754,0.000545788,0.0255288,0.0322663,3.82501,0.025555,0.0397743,0.709528,12
04-1-085379,41.2775,302.435,41.2775,302.435,1.33713,0.0257941,1.35582,1.31228,0.251364,1.03317,145.338,0.000305954,0.000425356,0.0230154,0.0242342,24.4837,0.0934856,0.0259159,1,15
04-1-085380,41.1601,302.508,41.16,302.508,1.09393,0.0249118,1.1589,1.03218,0.45468,1.12277,94.6387,0.000126167,0.000148556,0.00927985,0.0082379,3.27275,0.0197245,0.0126936,1,12
04-1-085383,40.9965,302.663,40.9965,302.663,1.06596,0.0273771,1.11565,1.01671,0.411713,1.09732,119.304,0.000305999,0.000364884,0.0214134,0.0196548,10.979,0.0549512,0.0298929,1,12
04-1-085391,41.1338,303.235,41.1339,303.235,1.00415,0.0266986,1.05356,0.953668,0.425022,1.10475,87.2024,0.000265491,0.000327953,0.0195551,0.0182653,8.89124,0.051416,0.0294646,1,13
04-1-085393,40.6522,303.06,40.6522,303.06,1.1662,0.0403154,1.2878,1.05288,0.575818,1.22312,92.3803,0.000285286,0.00031759,0.0209846,0.0178511,3.87742,0.0272978,0.0287624,1,12
04-1-085396,41.3591,305.099,41.359,305.099,1.04454,0.0423396,1.11278,0.959717,0.506141,1.15949,98.9156,0.000353243,0.000474032,0.0257385,0.026325,7.90155,0.0527294,0.0416027,0.837839,12
04-1-085402,40.8237,305.476,40.8238,305.476,1.05842,0.0326203,1.12251,0.985418,0.478904,1.13912,150.006,0.000266582,0.00034552,0.019722,0.0194766,6.59009,0.0425552,0.0301241,1,13
04-1-085403,40.7681,305.475,40.7681,305.475,1.13117,0.0210894,1.1385,1.12124,0.173494,1.0154,168.707,0.000241693,0.000338578,0.0184795,0.0180057,51.025,0.127645,0.0231845,1,15
04-1-085404,42.0949,307.803,42.0949,307.803,1.54405,0.0239408,1.5898,1.49303,0.343562,1.06482,64.0155,0.00021226,0.000274957,0.0158755,0.015965,7.14358,0.0375588,0.015579,1,21
04-1-085405,41.9483,307.891,41.9483,307.891,1.03309,0.0297616,1.09312,0.976674,0.449113,1.11923,100.887,0.000244369,0.000296889,0.0177823,0.015916,7.14001,0.0409287,0.0257713,1,12
04-1-085406,41.7974,307.297,41.7974,307.297,1.61603,0.0372288,1.67018,1.55905,0.358673,1.07128,118.046,0.000292007,0.000368105,0.0212141,0.0205045,8.86856,0.044419,0.0195874,1,17
04-1-085411,41.7285,307.223,41.7285,307.223,1.08794,0.0166544,1.11276,1.06098,0.301497,1.0488,101.865,0.000157761,0.000209151,0.0115987,0.0117149,10.5565,0.0457849,0.0159253,1,13
04-1-085414,41.7091,307.318,41.7091,307.318,1.99748,0.0425361,2.06778,1.92872,0.360518,1.0721,137.13,0.000231942,0.000324587,0.0184227,0.0169674,5.8422,0.0302159,0.0134234,1,24
04-1-085417,41.5027,308.423,41.5027,308.423,1.41011,0.0183616,1.41405,1.40282,0.125813,1.00801,59.7282,0.000250353,0.000343214,0.0188642,0.0186621,78.5039,0.147376,0.018991,1,19
04-1-085419,40.9002,309.17,40.9003,309.17,5.86884,0.075338,6.02991,5.68,0.335696,1.0616,59.8862,0.000217104,0.000296089,0.0160355,0.0170928,2.14616,0.0106149,0.00426335,1,71
04-1-086451,41.8438,309.782,41.8438,309.781,1.07455,0.0311997,1.1462,1.0143,0.465739,1.13004,112.229,0.000178773,0.000211573,0.0132231,0.0109764,4.58332,0.0265955,0.0178746,1,15
04-1-086454,42.8505,309.866,42.8505,309.866,1.21954,0.0232308,1.24266,1.19462,0.275356,1.04021,114.1,0.000216956,0.000283958,0.015648,0.0152112,15.8417,0.0601048,0.0186282,1,16
04-1-086456,42.9107,309.333,42.9107,309.333,1.02783,0.0160633,1.06815,0.989657,0.376253,1.07931,93.2964,0.000143869,0.000180201,0.010492,0.00964795,6.23393,0.0315746,0.0149368,1,13
04-1-086457,42.5526,309.928,42.5525,309.928,1.30788,0.0290238,1.36244,1.2531,0.392501,1.08725,68.8491,0.000294287,0.000373763,0.0222212,0.0206121,8.80258,0.0499247,0.0251852,1,14
04-1-086458,42.45,309.019,42.4499,309.019,1.0624,0.0418508,1.14327,0.988454,0.502483,1.15662,93.5933,0.000357611,0.000407641,0.0261087,0.0216017,7.55553,0.0470224,0.0365596,1,12
04-1-086459,42.3036,308.983,42.3035,308.983,1.0103,0.0404263,1.10309,0.922149,0.548777,1.19622,69.2862,0.000279378,0.000345687,0.0215748,0.0184376,5.00095,0.0356181,0.0334577,1,13
04-1-086461,42.0085,308.732,42.0084,308.732,1.21726,0.0261954,1.26307,1.17287,0.371126,1.07691,99.2867,0.000194554,0.000245356,0.0147074,0.0135236,7.12878,0.0380733,0.0176474,1,16
04-1-086462,41.9898,308.513,41.9854,308.503,5.00499,0.13054,5.76073,4.8701,0.534138,1.18288,40.9637,0.0026772,0.00660788,0.274621,0.0678922,10.6464,0.0664574,0.0587509,0.278397,19
04-1-086464,42.384,308.095,42.3839,308.095,4.29756,0.0765169,4.44843,3.89364,0.483608,1.14249,84.7927,0.000248752,0.00119188,0.0188521,0.020191,4.18984,0.0106094,0.00765132,0.440726,22
04-1-086465,42.5446,308.021,42.5349,308.012,6.06676,0.0771997,6.06332,5.22582,0.50712,1.16026,148.113,0.00120996,0.00246066,0.0521781,0.121805,3.3236,0.0363946,0.028828,0.624533,32
04-1-086467,42.2028,305.975,42.2029,305.975,1.07337,0.0435729,1.14849,0.99532,0.498941,1.15389,105.708,0.000420104,0.000506062,0.0306055,0.0273303,9.13817,0.0575988,0.0441523,1,14
04-1-086468,42.6351,305.86,42.6351,305.86,1.51313,0.0182823,1.54023,1.48302,0.270003,1.03857,79.0053,0.000147822,0.000201009,0.0109342,0.0111964,8.86658,0.0355835,0.0107629,1,20
04-1-086470,42.4214,305.834,42.4214,305.834,1.70461,0.0385322,1.77476,1.63935,0.383113,1.0826,115.233,0.000279662,0.000357858,0.0209742,0.0185823,7.16813,0.0364692,0.017728,1,20
04-1-086471,42.7393,305.003,42.7393,305.003,1.17814,0.0423933,1.23808,1.1232,0.420686,1.10229,109.465,0.000407333,0.000482635,0.0307486,0.0254785,11.4309,0.0658047,0.0370763,1,15
04-1-086472,42.0531,304.403,42.0531,304.403,1.55217,0.0474411,1.63273,1.46944,0.435912,1.11112,86.447,0.00036253,0.000447438,0.0261529,0.0243792,7.5669,0.0428511,0.0256241,1,18
04-1-086474,42.0703,303.713,42.0703,303.713,1.29806,0.017262,1.30715,1.28739,0.173203,1.01535,24.5045,0.000196215,0.000263023,0.0144194,0.0144163,34.807,0.0880315,0.0159601,1,14
04-1-086475,42.2492,303.959,42.2491,303.959,2.95946,0.0403815,3.01699,2.90036,0.27536,1.04021,127.536,0.000214082,0.000300175,0.0164729,0.015941,6.4868,0.0260018,0.00805883,1,35
04-1-086476,41.6331,303.332,41.6328,303.333,4.87035,0.0506484,4.96459,4.65631,0.346897,1.06621,93.1338,0.000185296,0.000371639,0.0135724,0.0230878,2.39156,0.014358,0.00603698,0.606257,32
04-1-086478,42.8414,302.745,42.8413,302.745,1.16461,0.0350416,1.23722,1.10312,0.452794,1.12156,118.493,0.000314043,0.000389098,0.0241744,0.0198216,7.76212,0.046606,0.0297721,1,12
04-1-086479,42.7825,302.716,42.7822,302.716,1.06377,0.0395002,1.19224,0.941022,0.61402,1.26696,108.834,0.000446032,0.000534234,0.0337113,0.0285312,5.67848,0.042063,0.0525258,1,10
04-1-086480,42.6283,302.764,42.6281,302.764,1.30862,0.0371976,1.37151,1.24888,0.413319,1.09819,83.6086,0.000437479,0.000521713,0.0329814,0.0286191,11.3182,0.0666386,0.0364794,1,13
04-1-086483,42.0361,301.541,42.0361,301.541,1.01206,0.0469364,1.10133,0.916965,0.553882,1.20106,113.079,0.000394473,0.000469094,0.0293182,0.0265639,6.76052,0.0492401,0.0472535,1,12
04-1-086485,42.2263,299.97,42.2264,299.97,1.17808,0.0318267,1.23968,1.11581,0.435726,1.11101,117.448,0.000249863,0.000315085,0.018566,0.0168505,6.84922,0.0395446,0.0236297,1,14
04-1-086486,42.7251,299.493,42.7251,299.493,1.62384,0.0375138,1.63372,1.6077,0.177757,1.01618,70.7128,0.000347816,0.000454118,0.0253456,0.0256732,44.7778,0.121293,0.0226245,1,20
04-1-086487,42.447,299.127,42.447,299.127,1.01897,0.0264764,1.04845,0.978541,0.359033,1.07144,117.636,0.000281246,0.00039568,0.0210972,0.0237083,13.1689,0.0764133,0.0337446,0.820629,13
04-1-086489,41.9687,298.985,41.9687,298.985,1.46461,0.0304186,1.49995,1.42585,0.310425,1.05197,86.79,0.000257691,0.000338196,0.0194444,0.0193222,11.4931,0.0545905,0.019728,1,15
04-1-086490,42.4772,298.782,42.4772,298.783,1.0274,0.0333158,1.05419,0.988982,0.346259,1.06594,147.853,0.000304686,0.000423356,0.0207452,0.0234949,17.2047,0.0784095,0.0328827,1,14
04-1-086493,42.5416,298.527,42.5416,298.527,1.08919,0.020715,1.11674,1.05851,0.318704,1.05501,6.94073,0.000220939,0.00030292,0.0164376,0.0164375,13.2774,0.0603166,0.0225735,1,13
04-1-086494,42.396,298.4,42.3961,298.401,1.1062,0.028407,1.20587,1.04599,0.497594,1.15286,173.261,0.000135413,0.000335396,0.0189774,0.0102424,3.7421,0.0280267,0.0213684,0.773928,12
04-1-086496,42.2304,298.232,42.2304,298.232,1.02819,0.0242716,1.05334,1.00217,0.307898,1.05106,118.892,0.000297914,0.000378947,0.0222239,0.0202445,19.8755,0.085875,0.0307014,1,13
04-1-086497,42.9419,298.319,42.9416,298.319,1.05924,0.0162284,1.09614,1.04102,0.313103,1.05294,73.6725,0.000388666,0.000384822,0.0327845,0.0167575,17.2411,0.0978462,0.035764,0.73028,10
04-1-086498,42.9205,298.299,42.9204,298.299,1.2219,0.0398056,1.29706,1.13524,0.48369,1.14254,176.755,0.00038144,0.0005508,0.0259477,0.0271079,9.03592,0.0493355,0.0355915,0.783515,12
04-1-086499,42.8821,298.396,42.8821,298.396,1.01968,0.0448787,1.13256,0.903726,0.602725,1.25321,27.7265,0.000396974,0.000442021,0.0264559,0.0220977,6.03353,0.0357238,0.0423791,0.780366,10
04-1-086500,42.8298,298.272,42.8297,298.272,1.39151,0.048009,1.49769,1.27792,0.521483,1.17197,91.997,0.000310544,0.000385806,0.022997,0.0215908,4.54336,0.031874,0.0267566,1,14
04-1-086502,42.7189,298.242,42.7187,298.242,1.72,0.039986,1.84136,1.62087,0.474491,1.13603,110.06,0.000172676,0.000201188,0.0126101,0.0103608,2.63079,0.015298,0.0106422,1,19
04-1-086503,42.6639,298.228,42.6664,298.228,1.01451,0.0619084,1.31873,0.858583,0.759018,1.53593,79.8633,0.000952464,0.000479472,0.0736837,0.0250177,2.79286,0.035193,0.0967888,0.788153,8
04-1-086504,42.7,298.145,42.7001,298.145,1.13247,0.0529953,1.22553,1.04265,0.525535,1.1754,63.7636,0.000637033,0.000760846,0.0475068,0.0396934,11.1411,0.0748306,0.0638619,1,11
04-1-086505,42.5263,298.162,42.5263,298.162,1.06747,0.0570923,1.22029,0.929483,0.64794,1.31287,91.3962,0.000460025,0.000467234,0.0342979,0.0254833,4.66005,0.0351572,0.0515482,1,13
04-1-086506,42.5794,298.284,42.5793,298.283,1.14829,0.0330077,1.2299,1.075,0.485821,1.14409,89.8333,0.000244345,0.000288238,0.0178179,0.0153672,5.20755,0.0320057,0.0232853,1,13
04-1-086508,42.6009,297.802,42.6009,297.801,1.01741,0.0236082,1.08393,0.958096,0.467657,1.13134,79.0079,0.000151639,0.000182941,0.0110699,0.00963025,4.00317,0.0239396,0.0162114,1,11
04-1-086511,42.784,297.681,42.784,297.681,1.28614,0.0317745,1.35203,1.22481,0.423482,1.10387,102.494,0.000247232,0.000293216,0.0180995,0.0157135,6.43469,0.0359323,0.0204679,1,15
04-1-086512,42.8062,297.605,42.8063,297.604,1.15803,0.0473777,1.29043,1.0426,0.589249,1.2377,77.2943,0.000245027,0.000274781,0.0179907,0.0141523,3.26261,0.0215564,0.0240835,1,13
04-1-086513,43.0755,297.856,43.0755,297.856,1.13236,0.0298213,1.20222,1.06793,0.459273,1.12575,65.2357,0.000242035,0.000301831,0.018627,0.0158671,5.87389,0.0368815,0.0241661,1,13
04-1-086516,43.0825,297.617,43.0824,297.617,1.03377,0.0293775,1.11432,0.960191,0.507452,1.16052,96.6497,0.000235791,0.000276691,0.017334,0.0149024,4.94623,0.0321518,0.0255013,1,13
04-1-086517,42.8182,297.478,42.818,297.478,1.31577,0.0271894,1.37621,1.25731,0.406607,1.09457,99.3849,0.000171297,0.000214489,0.0133762,0.0119818,4.49194,0.0279423,0.0148993,0.87347,15
04-1-086520,42.8492,297.408,42.8493,297.408,1.02378,0.00954591,1.03418,1.00977,0.216,1.02418,53.6152,0.000170969,0.00021977,0.0114811,0.012921,24.1812,0.0747697,0.0173502,1,12
04-1-086523,42.9737,297.78,42.9737,297.78,1.23939,0.060987,1.34699,1.10773,0.568951,1.216,104.302,0.00039216,0.000556137,0.028625,0.029667,5.96445,0.0406394,0.0415735,0.845698,15
04-1-086531,42.817,298.176,42.8169,298.175,1.10987,0.0553128,1.22255,0.969589,0.609106,1.26089,118.403,0.000313823,0.000440065,0.0242753,0.02429,4.17291,0.0330102,0.0403065,0.843996,14
04-1-086534,41.775,296.85,41.775,296.85,1.37117,0.0315663,1.42682,1.31679,0.38509,1.08357,96.7806,0.000289173,0.000357129,0.0214105,0.0196244,8.7799,0.0467754,0.0229163,1,14
04-1-086538,42.061,296.276,42.061,296.276,1.49038,0.0360739,1.52482,1.45611,0.296813,1.04719,82.3458,0.000315652,0.000387705,0.0232788,0.0210627,15.1861,0.0646141,0.0220236,1,18
04-1-086539,42.0722,296.515,42.0722,296.515,1.05737,0.0322084,1.10446,1.00106,0.422471,1.10329,92.4645,0.000382535,0.000508009,0.0290159,0.0293125,11.9982,0.076498,0.0434031,1,11
04-1-086546,42.703,296.982,42.7029,296.982,1.12335,0.0435539,1.21121,1.03078,0.525117,1.17505,91.898,0.00030807,0.000381365,0.0227168,0.0210879,5.5302,0.0382795,0.0326127,1,12
04-1-086550,42.7547,296.788,42.7547,296.788,1.1102,0.0209313,1.1381,1.08047,0.314173,1.05333,145.361,0.000265937,0.000349204,0.0199502,0.0193982,15.303,0.0719838,0.0264303,1,11
04-1-086551,42.564,296.798,42.564,296.798,1.01496,0.0316383,1.06661,0.967377,0.4212,1.10258,77.998,0.000284434,0.000344395,0.020768,0.0182747,9.69651,0.0529824,0.029912,1,11
04-1-086552,42.575,296.924,42.5751,296.925,2.9973,0.0545897,3.11369,2.85869,0.396344,1.0892,56.8418,0.000265155,0.000375514,0.019722,0.0207144,3.66154,0.020468,0.0104827,1,38
04-1-086554,42.4821,296.73,42.4823,296.73,1.19125,0.0496062,1.25539,1.12007,0.451621,1.12081,177.931,0.000499023,0.000747614,0.0421799,0.0376636,12.8774,0.0837871,0.0532783,1,15
04-1-086557,42.3473,296.673,42.3473,296.673,1.10845,0.0313183,1.18017,1.03724,0.477026,1.1378,82.5648,0.000326281,0.000403788,0.0239829,0.0218589,7.65563,0.0474064,0.0333102,1,11
04-1-086558,42.3776,296.606,42.3775,296.605,1.00898,0.0237222,1.09375,0.934244,0.520004,1.17074,112.373,0.000309928,0.000363203,0.0230861,0.0190181,6.26932,0.0411435,0.0343309,1,11
04-1-086559,42.3638,296.473,42.3638,296.473,1.55077,0.0157449,1.57507,1.53394,0.227035,1.02681,6.31366,0.00013868,0.000251368,0.0138179,0.00985069,14.1077,0.0454191,0.0111636,0.79701,16
04-1-086561,42.459,296.474,42.4589,296.474,1.23861,0.0243291,1.28684,1.18738,0.385494,1.08376,83.0336,0.000240009,0.000311677,0.0177598,0.0172013,8.15253,0.0441903,0.0216844,1,15
04-1-086562,42.2631,296.406,42.2631,296.405,1.20771,0.0271421,1.27197,1.14895,0.429041,1.10707,90.4762,0.000210361,0.000249602,0.0152771,0.0132256,5.78667,0.0316374,0.0184173,1,15
04-1-086563,42.2162,296.451,42.2161,296.45,1.24086,0.0345907,1.323,1.17019,0.46654,1.13058,74.5098,0.000328587,0.000375432,0.0244379,0.0202912,6.87518,0.0424848,0.0286436,1,14
04-1-086565,42.5173,296.545,42.5174,296.545,1.1668,0.0437577,1.23127,1.09919,0.450586,1.12016,146.526,0.000470244,0.000635217,0.0373801,0.0333468,11.8412,0.0759126,0.0480759,1,13
04-1-086566,42.5705,296.511,42.5705,296.511,1.49269,0.0121856,1.50337,1.48124,0.170936,1.01494,21.7871,0.000266045,0.000407117,0.02205,0.0194743,45.1324,0.111864,0.0199913,1,14
04-1-086567,42.5805,296.428,42.581,296.428,1.34826,0.0355283,1.4638,1.25264,0.517394,1.16857,78.1115,0.000260253,0.000284013,0.0203607,0.0155701,3.54211,0.0264025,0.0217986,0.842216,16
04-1-086569,42.716,296.365,42.7163,296.365,1.18879,0.0224177,1.25344,1.13389,0.426213,1.10543,61.5957,0.000389264,0.00037167,0.0284174,0.020921,9.31991,0.0561237,0.0323125,0.798672,11
04-1-086571,42.7764,296.336,42.7774,296.332,1.36321,0.0413079,1.43414,1.10798,0.63492,1.29437,68.922,0.000378428,0.000671135,0.0248574,0.0406463,3.57923,0.0381424,0.052517,0.695196,11
04-1-086572,42.757,296.364,42.7565,296.364,1.21803,0.05791,1.40518,1.02703,0.682495,1.36819,103.103,0.000197962,0.000201779,0.0141974,0.0111473,1.63935,0.0116067,0.0202885,1,11
04-1-086574,42.8688,296.311,42.869,296.31,1.47739,0.0381784,1.55147,1.36899,0.470538,1.1333,72.4083,0.000304932,0.000449648,0.0216504,0.0253091,6.15901,0.0383275,0.0262505,0.811668,16
04-1-086576,42.8234,296.294,42.8234,296.294,1.07776,0.0183915,1.09671,1.05389,0.276706,1.04063,75.2366,0.00025904,0.000356609,0.0187302,0.0198412,21.1862,0.0848288,0.0264517,1,12
04-1-086582,42.5079,295.252,42.5079,295.252,3.21,0.0532718,3.3094,3.09355,0.355237,1.06977,37.9074,0.000268189,0.000375056,0.019565,0.0205584,4.44793,0.0218789,0.00951526,1,37
04-1-086583,42.7492,294.785,42.7491,294.785,1.43171,0.0374067,1.48964,1.37295,0.387985,1.08499,92.7142,0.000296132,0.000375485,0.0215449,0.0201134,8.70475,0.0450727,0.0223361,1,16
04-1-086584,42.5778,294.574,42.5778,294.574,1.15396,0.0333035,1.17045,1.13137,0.256249,1.03454,113.417,0.000536505,0.000692594,0.0402864,0.0358518,47.6965,0.170589,0.0484016,1,12
04-1-086585,41.7933,294.737,41.7933,294.737,1.04332,0.0126862,1.06117,1.02467,0.260005,1.03562,121.634,0.000127225,0.00016414,0.00923796,0.00916577,11.9272,0.0447613,0.0129265,1,13
04-1-086586,41.9024,294.658,41.9024,294.658,1.24881,0.0370363,1.31165,1.18744,0.424778,1.10461,114.116,0.000309534,0.000383481,0.0233807,0.0211683,8.21177,0.04864,0.0278472,1,13
04-1-086587,41.9998,294.598,41.9998,294.598,1.44578,0.0298496,1.49901,1.39475,0.366427,1.07475,105.323,0.000240301,0.000290379,0.0177492,0.016166,7.54922,0.0391472,0.0178079,1,19
04-1-086589,41.8144,294.201,41.8144,294.201,1.13827,0.0394033,1.21031,1.06385,0.476851,1.13768,78.4139,0.000471986,0.000558215,0.0350064,0.0312662,10.3716,0.0668104,0.046912,1,12
04-1-086593,42.7082,294.286,42.7081,294.286,1.0144,0.0235265,1.06172,0.973092,0.399988,1.09108,101.142,0.000234861,0.000277187,0.0173763,0.0145378,8.73399,0.046537,0.0241779,1,12
04-1-086601,42.7058,292.49,42.7057,292.49,1.09671,0.0245758,1.12854,1.06274,0.336484,1.06192,61.4968,0.000250184,0.00032035,0.0194002,0.0185884,11.9411,0.0646324,0.026043,1,13
04-1-086602,43.0595,292.514,43.0595,292.514,1.04569,0.0156671,1.05717,1.03134,0.21968,1.02504,177.058,0.000254025,0.000343028,0.0193081,0.0194831,32.1708,0.113839,0.0269342,1,13
04-1-086606,42.8485,292.356,42.8486,292.356,6.32208,0.0419139,6.35181,6.29295,0.135821,1.00935,145.924,0.000196978,0.00028374,0.0157686,0.0143225,11.9113,0.0243394,0.00339944,1,78
04-1-086607,43.002,292.003,43.0019,292.003,1.85321,0.0339052,1.88691,1.81136,0.280132,1.04171,90.5579,0.000273331,0.000379638,0.0200066,0.0207113,12.7244,0.051297,0.016244,1,27
04-1-086610,42.097,291.726,42.097,291.726,1.5217,0.0370957,1.61202,1.41897,0.474525,1.13605,99.9011,0.000178252,0.00022581,0.0119881,0.0125207,3.22208,0.0188425,0.0131097,0.818181,14
04-1-086616,42.3353,290.707,42.3355,290.707,1.16738,0.0393198,1.23856,1.08735,0.478818,1.13906,125.999,0.000200623,0.000277317,0.0155003,0.0154018,4.44751,0.0304245,0.0215297,1,14
04-1-086617,42.703,290.575,42.7029,290.575,1.75114,0.0257608,1.80222,1.6982,0.334821,1.06125,40.2344,0.000139192,0.000191701,0.0106057,0.0104065,4.58599,0.0225302,0.00901646,1,21
04-1-086618,42.5118,290.058,42.5118,290.058,1.01737,0.036133,1.05734,0.97808,0.379866,1.08103,46.8138,0.00039421,0.000496513,0.0296736,0.0260146,17.0576,0.0871004,0.041799,1,14
04-1-086626,42.365,288.533,42.365,288.533,1.10447,0.0262727,1.16519,1.04163,0.448156,1.11862,61.2866,0.000230086,0.000291861,0.0175602,0.0163962,5.96155,0.03886,0.0243772,1,17
04-1-086627,42.4323,288.339,42.4322,288.339,1.10976,0.0443116,1.18214,1.0402,0.475105,1.13645,84.2222,0.000442425,0.000524063,0.0321195,0.0274974,10.5287,0.061779,0.0430811,1,14
04-1-086630,42.5096,288.19,42.5096,288.19,1.37689,0.0098429,1.38738,1.36537,0.177425,1.01612,87.0671,0.000135465,0.00018346,0.00991736,0.00999162,21.5316,0.0558423,0.0103948,1,17
04-1-086631,42.5679,287.989,42.5679,287.989,1.14702,0.020531,1.17994,1.11763,0.320661,1.05575,116.143,0.000191711,0.000239405,0.0142149,0.012491,10.5916,0.045978,0.0173491,1,14
04-1-086632,42.7815,287.893,42.7815,287.893,1.13943,0.0226166,1.17098,1.10899,0.321043,1.05589,138.049,0.000261674,0.00034814,0.0196038,0.0176718,15.1705,0.0645723,0.0244046,1,14
04-1-086633,42.5569,287.434,42.5567,287.434,1.27676,0.0306277,1.34016,1.21342,0.424496,1.10445,76.4156,0.000197178,0.000240643,0.0148801,0.0137741,4.91116,0.0306657,0.0175373,1,16
04-1-086639,42.6951,286.002,42.6953,286.002,1.32713,0.029254,1.3982,1.2603,0.433044,1.10942,78.5044,0.000260469,0.000315269,0.0202651,0.0175585,5.80395,0.0377189,0.0223037,0.868966,17
04-1-086641,42.4907,285.689,42.4905,285.689,1.26217,0.0469193,1.40124,1.1422,0.579264,1.22678,92.2403,0.000326905,0.000359298,0.0242798,0.0195057,3.90862,0.0279062,0.0298456,1,13
04-1-086642,42.2485,285.768,42.2485,285.768,1.07504,0.0258189,1.13134,1.02419,0.424793,1.10462,71.3102,0.000257326,0.000291874,0.0189403,0.0165594,7.57814,0.0449031,0.0257092,1,11
04-1-086643,42.1978,285.734,42.1978,285.734,1.18988,0.0323227,1.25415,1.12348,0.444429,1.1163,91.7951,0.00031749,0.000399432,0.0238218,0.0226863,8.02596,0.0500572,0.0309468,1,10
04-1-086644,42.2144,285.349,42.2143,285.349,1.00827,0.0272736,1.04889,0.963899,0.394333,1.08818,39.5027,0.000320001,0.000410742,0.0234848,0.022399,12.8041,0.0691082,0.0351149,1,12
04-1-086645,41.8982,285.405,41.8982,285.405,1.05277,0.0395874,1.10554,0.993404,0.43883,1.11288,91.7307,0.00041446,0.000513648,0.0309228,0.0288418,11.9777,0.0741777,0.0448657,1,14
04-1-086646,41.7569,285.243,41.759,285.244,2.58752,0.0738535,2.88992,2.40379,0.555101,1.20224,82.4127,0.000522026,0.000484204,0.0378151,0.0200783,2.71556,0.0193485,0.0186633,0.776383,19
04-1-086647,42.3502,284.965,42.3503,284.965,2.47342,0.0569343,2.59229,2.35486,0.418085,1.10083,33.1368,0.000256902,0.000379281,0.0203609,0.0190022,4.005,0.0222264,0.0123962,1,25
04-1-086648,42.4999,285.064,42.4999,285.064,1.06266,0.033483,1.10742,1.01593,0.397998,1.09005,84.8208,0.000333774,0.000422941,0.0252106,0.0233348,11.91,0.0683837,0.0352514,1,13
04-1-086649,42.4699,284.821,42.469,284.821,1.92028,0.0553837,2.08999,1.80422,0.504749,1.15839,103.08,0.000488415,0.000359714,0.0325193,0.0186236,4.74375,0.0275682,0.0216296,0.747128,15
